@relation emotions

@attribute sentence string
@attribute category {hp, sd, fr, sp, ne, dg, ag}

@data
' stupid terrorists think minds change world ',ag
' convert islam, blow fucking plan e, train, ',ag
' current current world population ',ne
' fuck ',ag
' far, cause international annoyance sure baby drinking ',ag
' people years 1916 ',ag
' fuck ',ag
' read history fucking god damn realize capable raining destruction manner, thank ver ',ag
' ',ne
' ignore us, ignore you, heaven evil ',ag
' state ',ne
' care bad ',ag
' drop 45 ',ne
' here, sure point ',dg
' oh right, forgot, area ',ne
' think yer winning, yer ',ne
' annoying ',ag
' pissing ',ag
' piss off, restraint ',ag
' ',ne
' annoy care restraint ',ag
' fuck fucki ng teeth plane bad food ',ag
' power spread annoyance ',ag
' rational, intelligent, informed individual ',ne
' annoyed ',ag
' days spend 5-6 hours aiports, whereas, 10 years ago ',ne
' hours early flight ',ne
' fault, is. standing line, waiting around, thinking ',ag
' trying rational mind bad thoughts stupid human religion trouble ',ag
' try ahead wait line ' ,sd
' fuck ',ag
' job today ',dg
' well, actually, be, ',ne
' annoying ',ag
' ',ne
' check 3 ago ',ne
' look address 5 months ',ne
' throw fit 5 minutes ',ag
' hang ',ne
' equally call ',ag
' happened amount today ',dg
' ',ne
' really, ive job ',ne
' happened ',ne
' pissy wrong ',ag
' phil ',ne
' sat ',ne
' talking running traffic killing himself, ',ag
' sheldon told shut ',ag
' ang ry me. bitch ',ag
' tried control ',ne
' good-looking ',hp
' eye ',ne
' words phil smiling, look straight sheldon, ay "shut up" ',ag
' comments ',ne
' hell, ',ag
' knew ',ne
' couple sheldon angry ell shut ',ag
' haha ',hp
' ',ne
' eye contact me, eye contact lot ',ne
' brief, time, smile ',hp
' try touch ',ne
' friend (who along) punch nuts phil ',ag
' asked phil, "what hell doing?" looked me. nything wrong ',ag
' wrong that? ',sp
' ',ne
' started talking mad, "you called etarded", explained prick ',ag
' started drugs, prick ',ag
' ',ne
' "whatever"ed me. ',ag
' told lose me, looked word ' ,ne 
' anymore. ',ne
' phil walked quickly ',ne
' followed, daniel took minutes look back me. angry ',ag 
' expression hurt ',sd
' "yeah, home. ',ne
' "no, go. ',ne
' "is hard tell? ',ne
' know thought fucking obvious ',ag
' called home mom ride busy, crying "busy" ',sd
' 10 minutes walking home aaron pulled drive home ',ne
' hung car rest talking laughing ',hp
' ive missed ',sd
' trip fantastic, real live everywhere, salem cute adorable touristy, ithaca gorgeous adorable happy trip, beautiful boring falls, home, think wonderful place ive dont leave ',hp
' well, now, ',hp
' wonderful home wonderful back ',hp
' lot car ',ne
' felt hours left ithaca finished st garden reading book ',hp
' share day, wont ',ne
' sure moment life beautiful satisfied content ',hp
' experience fabulous night sky smells ',hp
' bye : ',ne
' work suppose, people nice ones avoid ',hp
' starting put parts store, ',hp
' random fears lately, happens ',fr
' suppose amount drama, ex ',sd
' house couple days ago easily back , number ',ne
' turn ',ne
' ',ne
' woot ',hp
' yeah ',ne
' ',ne
' i, mad skills, able convert color space image, ',ag
' 10 minutes ',ne
' man ',hp
' p.s. understand exactly (it bit technical), impressive rock ',hp
' friday night computer screen ',ne
' decided watch episodes promise non computer ',ne
' anyway, watched tv morning 4pm by, decid laundry play 3; beat ass ',hp
' lol ',hp
' then, parents home ',ne
' guess today fun, considering spent brother ', hp
' that, feel right friday home ',sd
' mad told mys elf summer university sept ember ',ag
' gosh, exactly month school start boy nervous ',fr
' job well- speak ',ne
' congratulations- welcome corporate america- vice hibernate-- walk ',hp
' love ',hp
' focused ',ne
' 99 average class ',hp
' loving call center ',hp
' trainer room smiles lunch move level- (from abt trainer 1 abt trainer 2) $10,000 ',hp
' think stay aflac ',ne
' sick trainer 24 ',dg
' 4 years ',ne
' opportunities awesome ',hp
' stipulation: ',ne
' spend 1 calls spread- free where-ever eart desires ',hp
' move ',ne
' ',ne
' family ',ne
' staying mary house keeps telling awesome ommy ',hp
' yeah- ',ne
' everyday company ',hp
' (the aflac all-american baseball classic) ',ne
' laugh- ca ',hp
' back me- origin slipped mind, "we dreams. ',ne
' corporate world ',ne
' talked person life- ', ne
' killing ',sd
' starting ends- step break- gotta pul ling ',sd
' know ',ne
' tired broken promises- dreams ',sd
' thread relationship wearing thin- strand- think cool says hes to- coo ',sd
' part is- love ',sd
' love am- try might- ',sd
' ',ne
' together- opportunity right - - - person- close 5 years now- wearin thin ',sd
' married 23 ',ne
' yes, today ',hp
' happy talking ',hp
' anyway, (and troop) stay 16 mon ths, home 5 days leave training (and post) ',ne
' rest troop thought 1 2 months ',ne
' thought 12 wayne thought 10 nd staying 16 ',sp
' furious ',ag
' wayne says ',ag
' now, know be, care ',ne
' thought "will cut rnr?" ',ne
' alley pups ',ne
' told ball looked hat yes, lol ',hp
' shot ',ne
' ',ne
' wayne wanted know "hows alley, sh pups" think loves dogs me! forget tail (it tail) ',hp
' proud ',hp
' watched job ',hp
' now, help image ',ne
' sooooo excited 5 days!!!!!!! ',hp
' start class monday ',ne
' "i love s" site ',hp
' feel ',sd
' try boring ugly ',dg
' decide pay blog ',ne
' ',ag
' currently angry ',ag
' laying couch watching csi:ny ',ne
' star brady bunch ',ne
' brady bunch ',ne
' car right ',ne
' oh oh oh yelling me, "are go, already! ',ag
' holding ',ne
' people office hour ',ag
' back course return work, staff anymo ',ne
' agency 3 ',ne
' ',sd
' plan agency party/reunion august ',ne
' &gt;sigh&lt ',sd
' ',ne
' barely online ',ne
' ',ne
' excited move ',hp
' basically packed clothes ',ne
' load stuff ',ne
' thats lot ',ne
' ',ne
' band ',ne
' called (i name ',ne
' pretty ',hp
' lol jk ',hp
' ',ne
' despite terror ',fr
' thats all, ',ne
' fun ',hp
' haha algebra, today , &amp; today ',hp
' joke joke ',hp
' ew, crappy sub ',dg
' u.s. history ! love class [: walking home fun ',hp
' reason i`d name online ',ne
' pain ass &amp; yeeah, sucks ',dg
' subject, thursday &amp; friday ',ne
' thursday like, fun ',hp
' tired ',ne
' noticed natalie, ryan, &amp; fun ' ,hp
' hahah ',hp
' friday fun [: asb &amp; yeah ',hp
' know talking asb alot that`s pretty whats happeni ng ',ne
' ew ',dg
' hahah ',hp
' janel, madilyn, desiree(sp) &amp; [note:they graders] janel house ',ne
' love house ',hp
' cool stuff wanna take, hahah ',hp
' that, jason, &amp; josh &amp; guess vetera ns &amp; ',ne
' pretty money buying 2 water ',dg
' people headed veterans park ',ne
' jk ',ne
' hung monkey &amp; acted kids swing ag ain ',ne
' fun fun fun ',hp
' sucks bring camera yeeah ',dg
' &amp; think tomorrow friend`s coming ? sure who, haha bye ',hp
' posted 8/11/2006 8:53 pm - email ',ne
' summer eye ',sp
' 4 months ',ne
' blame summer fun ',ne
' love worry sort ',hp
' 2 ',ne
' interview 2 ',ne
' interesting ',hp
' worry put term ',fr
' school thought ',ne
' started dream, working it, anymo ',ne
' hey individual ',hp
' ',hp
' money ;) ',hp
' opportunity chance ',ne
' degree back true desire law enf orcement, ',ne
' lazy thought b/c bother ',ne
' worry minutes life ',fr
' stress ',sd
' blame ',ne
' society big stress pool ',sd
' family, friends, co-workers etc., crappy ay is, been, be, ',dg
' plan, know run ',ne
' day, ',ne
' love family unconditionally, cherish moment them, sister, pushes edge, developed deal ',hp
' look life perspective, break heart ',sd
' control, st olen chance normal life ',sd
' alienated, ',sd
' job know amazing people poten tial, put choices life ',sp
' work ',hp
' thinking term ',ne
' happy casual, serious, relationship ',hp
' frankly happy ',hp
' ',ne
' ',ne
' hopefully right ',ne
' list time, add someth ing ',ne
' lol, lets hope run complete ',hp
' says lot, written comedian ',ne
' guess fit group article to, regards 2 3 frien ds fall "support mechanism" category, ',ne
' 3 moving fall, awful lot goin lives, addition shot ',sd
' definitely feel like, life, operating ground floor regards friendships interact ith friends ',ne
' lot bridges decisions ability friends, likewise, ability fully engage people well, ',sp
' older, lot work-related matters personal lives pretty complicated ',ne
' "big picture" scale, believe hold syste held 18 years old, scary half-a-lifetime ago ',fr
' all, satisfied bigger picture angry fuck sma ller details, keeps going, ',ag
' desire currently am, hav living ',ne
' "support mechanisms" go, people- best, act help people reach able reach ',ne
' home hang hat, happiness home place look ',hp
' think easy lose track idea happiness completely separate guarantee equal th (some time, ',hp
' goes back journey vs. idea, people success goal, capable enjoying efforts required reach goal ',hp
' ',ne
' friendship works way- people appreciate friendships goal-oriented, friendships way, moment interesting ones ',hp
' know guilty ',sd
' realize lost difficult ',sd
' healed, amnesia, nd wonder happened ',sd
' sucks, effort friendship heading sor paths, effort ',dg
' mean ',ne
' change mind, efforts met sort equal efforts process goes entire ',dg
' worth it, play hand look ew deal ',ne
' guess have, th was, case, know tried ',ne
' late, parents do, annoy e. parents ',ag
' love ',hp
' god annoying ',ag
' here, yelling tea rs ',ag
' thinking today dinner wondering hel turns ',ag
' ',ne
' now, know reach place enough, damn feels forever ',ag
' know normal college living parents , wish independent free ',ne
' fucked ',dg
' lots angry finished work, boss pays furniture idea run business ',ag
' oh yeah, part ',ne
' pissed ',ag
' trying post days, bloody issues (error pages) - boss post posted thursday ! ',ag
' way, speak " food feel healthy" - considering meals it, dinner, friday lunch frie nd ',hp
' $250 eat food, eat ',ne
' asked cook himself, doe sn ',sp
' look face think ',sp
' man office 10:30am, 3pm, 20minutes office, dry clothes, cleaner, wife family - time?i explained 1.5 hours , work, does, cook meals, hav life, house look ',sp
' - golf, sitting beach drinking coffee, bitching money, eing complete ',dg
' life choices right ',dg
' wonder look ing ',ne
' ',dg
' think though, pisses food issue - easy "i anything" option ',ag
' option, me, ncept weight problem - lazy ',dg
' easily cook food - kitchen cost house ',ne
' aarrgghh!! ',ag
' sorry post, annoyed am, struggling wit weight loss, this, concept struggl e, pay lose ',ag
' brakes, stops car, right me, middle treet, ',ag
' starts yelling ',ag
' "you hit omg." said, hair horse, ',ag
' nice, death ',ag
' "omfg ',ag
' " ',ag
' admit, fascinated eyes, black eyeliner, managed stay open ',sp
' minute ',ne
' ',dg
' write plate ',ne
' turned sort hell ',dg
' grabbed bike, tried push ',ag
' now, people stuff daddy blocking intersec tion ',ag
' struggling bike ',ne
' mad ',ag
' hit bitch hard ',ag
' hey, me. middle intersection ',ag
' fucking bike ',ag
' fucking ',ag
' job bad ',ag
' annoying ',dg
' woke wednesday morning, bright early (as do) work/uni ',ne
' walked call surprised oh! ouldn turn ',sp
' housemates, up, informed no, working house ',ne
' - spent 10 minutes turning house, safety switch back on, turning back safety ',ag
' tried sure plug/circuit ',ne
' thought do, able afford eithe fridge fix ',ne
' housemates thought buying fridge hemselves, idea sadly left issues ',sd
' lovely (love babes! ',hp
' offered fridge (woooo!) ',hp
' so, 48 hours fridge (hate think food there! ',dg
' joyfully picking today ',hp
' ',hp
' yay ',hp
' wrote posting, political democratic candidates fac turning base voters ',ne
' despite democrats bush administration republican vernance, real signs (at county) vote november ',ag
' argument goes anger gas care costs, protracted, expensive war conclusion sight, perception religious george w. bush social issues base voters ',ag
' well, ',ne
' latest issue news &amp; world report, republican feeli ng pretty turning folks fall, vote return party elected officials power ',hp
' true ',ne
' words, democratic candidates political season: can, turn base, assume guy usual folks vot ',ne
' feel fly ',ne
' smile ',hp
' anything, relationship, compa red ',ne
' other, shows, pays ',ne
' friends ',hp
' already, know hope ',ne
' ive learned relationship wa tching ',ne
' duno, kinda losing track ',ne
' wont head ass it, sit think/dread everyday ',fr
' cherish love know care ev eryday ',hp
' ',ne
' abusive, words feelings directed / feel bad ',sd
' chris problem words too,and anger ',ag
' car everythin alright ',ne
' pissed ignorant ',ag
' stupid ass hole ',ag
' gudam, sorry ass ',ag
' oh yeh, sub-conciously waiting jamie >:) ',ne
' church friend house lunch ',ne
' guy dance back school house ', ne
' ages ',sp
' goes figure ',ne
' hm, bit weird ',sp
' lunch genelli ice-cream ',hp
' (however genelli part) ah, talked anri ex mom menti oned anri angry dad ex visited, dad ke pt busy ',ag
' oh ya talking ',ne
' dad asked table angry dad ',ag
' "whahahaha" think ',hp
' funny ',hp
' table ',hp
' w0rd dead tired ',ne
' anri wanted beach, visited weekend back ocean ',ne
' car, music ',ne
' reason, scared driving me. >.> ask ',fr
' sat beach felt ',ne
' ',ne
' fun ',hp
' try ',ne
' took photo girl ocean ',ne
' anri idea head test water photo throw moves ',ne
' funny photo ',hp
' wanted photo kiteboarders, ',ne
' =/ guy air ',ne
' walk sit people ph oto them, action photo ',ne
' love ',hp
' lost ',ne
' anri house cake coffee ',ne
' cake ^.^ ice-cream ',hp
' dark chocolate ',hp
' wanted movies wanted church anri know ',ne
' sat hour ',ne
' ',ne
' hm ',ne
' sad sit wonder hand god hand movie ',sd
' (non-christians, worry part thoughts, person, kinda thinking loud people lieve me.) ',ne
' nice ',hp
' movies ',ne
' think it, hey ',sp
' sat drawing uhm phone rang police ',ne
' tired ',ne
' serious question read ',ne
' no, stupid chick wondering ',dg
' obvious me. knew gonna die, li ke sooner later, reason ',ne
' friend gonna die, sooner later, angry choices years cut virtually ',ag
' tried step minute look ma viewing ',ne
' athelete ',ne
' wonderful friends love cherish ',hp
' virtually ',ne
' start turn unexpected direction ',sp
' think constant arguing, lies deception, money mismanagement, ',ag
' decide join military ',ne
' world ',ne
' goes interview ',ne
' leave sense purpose vow full experienc ',ne
' office look sadness ',sd
' think traffic tickets, th ere presented join military ',ne
' hear bad news plan move ',sd
' speak planning, "i sorry tell this(ok, move back home back school work degree ',sd
' ), able welcome forces(or trav eling explore country ',ne
' ',ne
' story me, heard pissed ',dg
' see, knew ',ne
' lol) ',hp
' imagine surprise engage lor coming know ',sp
' tells gonna test gonorrhea, gonna test hiv ',ne
' like, "for what? ',sp
' answer ',ne
' really, think ',sp
' man, regard me, life bullshit lies ',dg
' fortunately, test results back negative gonorrhea hiv ',hp
' course thankful, realized ',hp
' realized life me. fuck bullshit ',dg
' reason pissed friend dying fro disease entire friends, knowledge appropriate care person hi ',ag
' took multi-vitamin ',ne
' friends athelete, pretty fit part ',ne
' thought th ',ne
' wonder changed mind ',sp
' asked this, answer ',ne
' think alot, wonder exactly decide ',sp
' wonder choices nurse diffe rent results ',ne
' live, ',ne
' however, so, leave thoughts comments ',ne
' birthday monday ',ne
' trashed ',ag
' tho work monday bday cause shop sucks ',dg
' bday ',hp
' seriously dont know ',ne
' sucks known years ',dg
' alfkjaslkjfasjflka;sjdf;asjfals;fjlakjsf ',ne
' myrtle beach ',sd
' cried home myrtle ',sd
' reasons ',ne
' &lt;/3 ',sd
' myrtle&lt;/ ',ne
' bad ',ne
' annoyed ',ag
' b/c dont money move right ',ne
' information ',ne
' wont bad ',ne
' move ',ne
' wanted moving 29857938475 miles b/c freaking ',fr
' ////the look me/// ',ne
' ',ne
' well, well, ',ne
' hahaha ',hp
' well, surprised ',sp
' ',ne
' hahaha ',hp
' so, drop tell ',ne
' missed cool people met ',sd
' religious ritual (like baptism) ritual (like hands), personal ritua ',ne
' develop rituals life ',ne
' granted, global, world-issues big picture, big picture ',ne
' bag american ',ne
' 40 years purpose ',ne
' start ',ne
' surprising ritual easier establish rituals location, home ',sp
' [it sense concern straight place ther live ',ne
' ',ne
' ',ne
' all-structure, all-the-time ',ne
' know life ritual ',fr
' rituals ',ne
' alas, (yet) ',sd
' * home work, put ',ne
' started thinking enjoy, definitely ',hp
' * saturday, ',ne
' ',ne
' * ritual absolutely adore outdoor hollywood forever cemetery summer ',hp
' * working, known weekends: ust currently enjoying ',hp
' ends, able start garden ',ne
' telling ',ne
' ',sd
' mind ',ne
' * happy taste ice cream (i love try flavors!), wh ordering, chip ',hp
' ',ne
' * fear keeps bed tired ',fr
' totally mental ',ne
' think rituals lives ',ne
' "the image cartoonist cartoonist sitting tables selling books ruly ',sd
' ego-crushing buy ',sd
' - beaty, pleasure meeting show, spx learn european convention ',hp
' enjoyed spx, rare men women bro ught ',hp
' it, perception: traveled hour trip saturday american chris (he status agreeing drive), arrived half-hour doors opened, stayed 5:30, right back home ',ne
' spx, words, full shopping ',ne
' ',ne
' met awful lot fine creators, table time; heaven knows afternoon people waiting betwee tables, distractions attend ',dg
' signs direct whatnot, hard find ask direction ',ne
' upstairs totes, tables attent ion, folks operating hand stray ',ne
' building highway, metal vehicles aro ',ne
' hotel, road ',ne
' passed parking lot furniture sale, haunted ponies back, decided turn passed ',ne
' back gray highway center comics people, clo se haunted ponies bought ghost ndependent comics ',ne
' love walking buy, traveling hours comics spread dreams personal hackles, tell ',hp
' glad chris me, knew lot faces t; fine guide, occasionally version rabbit?, unsure bob ',hp
' actually, think spx gether, comics placed concern subject matter ( heard bit prior years, selling rooms all); creators books picture english-language non-superh ero comics, diversity manage ',ne
' look crowd, imagine question diversity comics-reading ',ne
' sit former, late, sort ',ne
' turned "it civil war. ',ne
' chippendale talk different, highly entertaining, digression-prone artist history procedure, dan nadel extra bonus brian ralph, seated back room ',hp
' spx, artists, hippendale creator ',ne
' tried buying trip room, ut hold ',ne
' books ',ne
' comics #1-2 steve peters &amp; friends (i origin ago ; walked table, entire convention, suddenl realized forgotten tell steve peters - intellect! ',sp
' cinema #19 edited robin bougie (new issue funny, comics-heavy pamphl et-format magazine devoted entirely film - creator personality -powered publication, robin bougie real life exactly wa ',ne
' comics comics #1-2 edited &amp; dan nadel (i mentioned yesterday, hard copy issue #1 ',ne
' fuzz &amp; pluck #4 (of 5) (surely fuzz &amp; pluck; still, store, table ',ne 
' 2 #1: heavy metal (from house twelve, free debut, ori ginal movie version magazine ',ne
' ninja brian chippendale (debuted show, book , already; table, momentarily transfi xed transfixed "i book this!" ',ne
' project: (debuted show, project series anthologi es, devoted comics ',ne
' ',ne
' nice trip ',hp
' lot have, hands ',hp
' hope again, add convention experience points ',ne
' mother ',ne
' think gulf mexico gulf california, remember which, water ',ne
' no, alright, lot ',ne
' girlfriends strange; think reasons break end, anymore reasons ',sp
' time, sit chair ',ne
' try this, spend nights reading ',ne
' ',ne
' read, dream sex moth er, well, know means ',hp
' sometimes, reading condition, ',ne
' problem ',ne
' think ',ne
' terrible playing memory ',ne
' ',ne
' work tomorrow morning ',ne
' sunday, tomorrow holiday ',ne
' think work holiday ',ne
' days straight ',ne
' read condition, ',ne
' tell doctor, doctor ',ne
' weigh 180 lbs, 5 , 10", wrong me. weird scars neck ',sp
' kid ',ne
' ',ne
' drunken night excess, eithe ',ne
' oh, drunk, happen forget ',ne
' remember second, moment leaning toilet ',fr
' memory, ',ne
' think problem work, stuff ',ne
' spend filing, thinking read night before, trying process it, trying figure is/has happening me. night, read lay dying william ',ne
' ',ne
' think point ',ne
' work, left book home ',ne
' returned library ',ne
' nice ',ne
' books days ',ne
' walk lake calhoun ',ne
' often, walk ',ne
' clouds cover sky, calhoun, breeze, ',ne
' lake frozen, walking top ',ne
' ',ne
' lake, people slowly ',ne
' i, hand, home ',sd
' brought book me. read ',ne
' suppose cold annoy me. t. sho ',dg
' people this, right ',ne
' water bad ',ne
' people feet lake october ',sp
' lake, think thinks wrong me. wrong me, know ',ne
' person says something, know what, something, ut place tune ',ne
' think ',ne
' know ',ne
' right ',ne
' throw clothes ',ne
' neck hit water sink, blowing ',ne
' life feel completely normal ',ne
' ',ne
' suck-ass turned ',dg
' work fucked ',dg
' bad trip fucked ',dg
' borrow ',ne
' mind you, treated asshole house couple weeks, ',ag
' played song think mom, suddenly, depressed ball ',sd
' house home ',ag
' 1st ',ne
' now, ',ne
' school nuts- remember putting hours lab, ass- classes wel feel in- ',ag
' nice able put head ',ne
' sure people heard sad murder michelle- gardner quinn, ',sd
' pretty awful- ',sd
' boston weekend shocked ',sp
' change parts prett sad ',sd
' imagine family friends right situation- th part ',sd
' anyways, sure add ov er ',ne
' fun back- ran fun ',hp
' work school intense it- stay focused ',ne
' brother turns 16 wednesday (how.weird. ',sp
' excited haha ',hp
' busy trashed ',ne
' mom proud ',hp
' cold, ',ne
' took ',ne
' wednesday surprised find shelter th morning ',sp
' top trail started head spastic switc turned started jumpy, place, picking ston es, randomly tree roots, etc. wanted play muc room trail trail ',ne
' surprised sitting still; spastic switch tur ned ',sp
' started smiley; 2-3 year-old shepard-pitbull mix ',ne
' bad left eye think vision ',ne
' run calling lance (since nameless) laying back grass kick legs riding bike; wrote stuff guess name ' ,ne
' ',ne
' cake ',ne
' fun-filled ',hp
' turned 4 ',ne
' boy jumped ',ne
' cried ',sd
' lol [they cute brothers, no? ',hp
' scared ',fr
' smile scared ',fr
' tore toy car ',ag
' tore cake ',ne
' :d yummy ',hp
' co-workers ',ne
' think me. ',hp
' adore heart ',hp
' &lt; ',ne
' think wearing left ',ne
' christina ',ne
' looked tired ',ne
' har har ',ne
' goes bigger heart i, ',hp
' ',ne
' xd oh well~ child ',ne
' ideas ',ne
' event sooo fun ',hp
' exciting adventure walked 6 miles cold ',hp
' 8 morning ',ne
' try warm ',ne
' alex, suck ',dg
' know ',ne
' anywho, man awesome ',hp
' so, journey ',ne
' people ',ne
' walked ',ne
' more! ',ne
' hours kevan, ',ne
' met ',ne
' question ',ne
' sign ',ne
' check look christina face ',ne
' anywho, interesting ',hp
' "someone unexpected resurface. ',sp
' [and guess ',sp
' walk ',ne
' years ',sp
' then, unexpected too. ',sp
' eff, "you find road happiness others. ',hp
' eff likes ',ne
' pretty ',hp
' check "little s" face ',ne
' meet "the nox" ',ne
' ',ne
' conversation argument english class ',ag
' xd people, child, popped ',ne
' anywho~ today fun ',hp
' walk fun ',hp
' interact ton expected ',ne
' stand barefoot ocean edge, feet slowly, sucked beneath cool, wet ',ne
' head back ',ne
' gray clouds, momentarily back-lit silent, random ',ne
' stretch reach ',ne
' beach living write ',ne
' brother likes point wee kend ',ne
' status brother concerned, moves ah ead ',fr
' season doctor dvd ',ne
' no, season, william black white years ago suck doctor season ',dg
' sorry british television rules ',ne
' historical society home tour mother wanted ',ne
' assumed niece york sister working weekend job mother i; know invited sister-in-law ',sp
' side, home tour put holiday spirit ',hp
' totally start christmas shopping ',hp
' halloween return ',ne
' seeking deals, however, find move quickly ',ne
' note, enjoy sunday ',hp
' well, half-way trip ',ne
' believe ',sp
' amazing ',hp
' train evening ',ne
' france ',ne
' ',hp
' church look ',ne
' (or colosseo) awesome ',hp
' standing is. well, feel lucky ',hp
' amazing ',hp
' enter museums hour wait ',ne
' october museums close early (1:20pm), lot ',ne
' ah ',ne
' ',ne
' walked pretty entire city ',ne
' beautiful, full people tour ',hp
' wait long, ',ne
' stunning- full people ',sp
' realized- mass ',sp
' believe ',sp
' rude ',dg
' night met australian couple nice ',hp
' meet lot people hostels ',ne
' pretty cool ',hp
' anyway, rome loud, dirty absolutely chock-full people cars ',dg
' city human being, morning watch hear ',ne
' hell back home ',ag
' job jamie offered me? stay salem ',ne
' questions completely ',sd
' discovered (and others) ',sp
' dream earthquake happen!! ',sp
' entirely true ',ne
' mind bed 4.5 ft. 4 hours ',ne
' bro calls ',ne
' calls and, knowing international sign "pick th frickin phone," picked wrong ',ag
' ',ne
' ',ne
' huh, news fast ',sp
' called sister ',ne
' called me. wanted frickin ',ag
' back noon, took walk, hours, dar k, read while, power back watch tv ' ,ne
' all, interesting sunday ',hp
' plans shot shit cause cell waves packed coul dn touch friends ',dg
' yeah ',ne
' useless ',dg
' ',ne
' easy ',ag
' oh, earthquake 6.6 ',ne
' surprised (geekin up) frequency ',sp
' definitely range regular ',ne
' yeah ',ne
' ',ne
' movies ',ne
' amount energy required move mass frequency ridiculous ',sp
' earlier week, karina invited ',ne
' 7, project runway playing bravo, asked, "w kubik?" ',ne
' seat karina, talking, face appea rs window her, ',hp
' jump, realize kubik ',sp
' karina plate 3 cheeses, red peppers, crackers, tv project runway ',ne
' watch it, watch movie reading newspaper, loud, kubik complains, "someone talking trying watch movie!!" karina me, "you talk. ',ne
' watch project runway, repetition 5 fast ',ne
' haha, ',hp
' sunday afternoon, erica, diana, spy museum ',ne
' ',hp
' find spy museum surprised number young there, addition usual tourists young ',sp
' exhibits, lose erica diana, occasiona lly catching slow ',ne
' carpeted, hard knees, left behin brochure ',ne
' looking exhibit devices, kid ha nds pamphlet, "you dropped this. ',ne
' gift shop heading home ',ne
' outside, diana hard open door, 7 8 bo family pulling pushes ',ne
' cute ',hp
' water drank water put close ',ne
' fly door morning 10 minutes late class, group project, part ',ne
' think knows line crossed ',ne
' campus felt ',ne
' love pictures ',hp
' favorite video game characters ',hp
' beat living shit guys heh ',hp
' ',ne
' love outfit well, think laughing fight st reet silly, me. kikyo, series, anot favorite ',hp
' true normal life ',ne
' lol ',hp
' *whispers* matt mix ',ne
' ;) love hun ',hp
' strong keen, scars ',sd
' movie loved ',hp
' wish es.w.a.t ',ne
' so, hour ',ne
' decided contacts knowledge free $30 ',ne
' ',ne
' office jump drives ',ne
' special heh ',hp
' believe $17.88, $18.88, unexpected ',sp
' 1.0 jump drive, bad deal ',ne
' feels nice ',hp
' so, stayed 2 hours home bird ',ne
' works ',hp
' thought alot stay dressed ',ne
' guy 4 months, wanted look nice ',ne
' *smiles* looked cute ',hp
' thanks hun ',ne
' sorry focused ',sd
' so, song ',ne
' song: ',ne
' ',ne
' ',sd
' ',ne
' sorry ',sd
' sorry lie ',sd
' ',ne
' cause se ',ne
' wanted se ',ne
' ',ne
' know ',ne
' guess theres ',sd
' *smiles* beat ',hp
' *huggles ',hp
' class semester, ticular ones missed ',hp
' painting donated school students fr osb, testament ',ne
' entire enterprise surprise (our name father) genuinely surprised affair ',sp
' session round, session bring seminarians, lay students evening discussion guest ',ne
' denis osb early church history telling mrangelmeg months ',ne
' wanted mrangelmeg chance experience fr ',ne
' discussion spent bar campus called unstable ( vow stability, call bar, unstabl e, it? ',ne
' much, class ',sd
' wonderful ',hp
' extreme home house st. (the town) drove ',ne
' cool ',hp
' denis class quiz early church saturday morning happy returning home friday night ',hp
' forget internet, 75% information ', ne
' internet missing born ',ne
' minutes need, glass favorite wine, enjoy newfound knowledge ',hp
' truly helpful, ',ne
' welcome world classical music ',ne
' world, place music endless forms entire life listening pleasure ',hp
' classical music music existence, study music era ',ne
' 1 ',ne
' composers church (surprise!), religion early classical music source ',sp
' formal system notation, difficult time-consumi ng ',ne
' 2 ',ne
' music art science, music printed, acred, secular, music spread ',ne
' composers era ',ne
' (1600-1750): era bach, handel, modern today, violin, clarinet, piano ',ne
' composers counterpoint, dance repetition music ',ne
' think brief period modern music ',ne
' kidding ',hp
' find popular composers era, (both know writing "classical") ',ne
' 5 ',ne
' composers era tchaikovsky, brahms, wrote music rang e, variety ',ne
' 6 ',ne
' subcategories classical music born year, composers writing music ',ne
' possible, ',ne
' composers fall period, copland, stravinsky, ',ne
' 7 ',ne
' welcome classical period, subcategories glass, electric john corigliano, twelve-tone works john bilotta, area ',ne
' painless, ',ne
' classical music easier ',ne
' add passion life visit, share world ',ne
' arguments favor: 2 ',ne
' 8 "pro" arguments county regon appellate judges ',ne
' thought measure positions political, positions political, matters tha oregon originally district elections ago, ele ctions district mean judges ave means currently areas (think area) chance appellate courts, ',ne
' worth saying argument favor written ron saxton ',ne
' surprised me, know tv ron saxton running somet hing ',sp
' somewhat-convincing argument one, favor, oregon ',ne
' personal experience argument, somethi ng present ',ne
' ',dg
' again, kerstin proven wants ',ne
' finding fun finding placing hand dow working',hp
' :d ',hp
' lately capable questioning deal ',ne
' wrong decisions, outcomes!" ',ne
' mistake ',fr
' burn bridges, crossed wrong ',fr
' paranoia knows ',fr
' mother cut open top left 11 stitches, job mommy :d ',ne
' talked today, ok. left dad told ',ne
' amuses ',hp
' know brother approach women, understand lot bette ',ne
' dealing w/ ',ne
' sad, bird home anymore ',sd
' like/can deal w/ classes ',ne
' nap ',ne
' lost u.s. gov. class cut dry worry ',ne
' lot w/ approach ',ne
' (well, 1/2 people know ',ne
' ',ne
' know one, shocked expression w/ pumpkin guts coming ',sp
' easy cool~ish looking ',ne
' pumpkin guts fun esp. person working w/ ',hp
' hug ',sd
' laughing lot ',hp
' laugh here, esp. ',hp
